
----------------------header--------------------------
2017-03-01 11:36:38,306 [42] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 11:36:38,306 [42] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 11:39:39,276 [37] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingPlaceDAO
2017-03-01 11:39:39,277 [37] DEBUG DalLogger - 访问数据库DAL.DAO.LongTableDAO
2017-03-01 11:39:39,279 [37] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 11:39:39,279 [37] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
2017-03-01 11:39:39,279 [37] DEBUG DalLogger - 访问数据库DAL.DAO.PersonDAO
2017-03-01 11:39:43,699 [16] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingDAO
2017-03-01 11:39:43,734 [16] DEBUG DalLogger - 访问数据库DAL.DAO.MeetingDAO
2017-03-01 11:39:43,734 [16] DEBUG DalLogger - 访问数据库DAL.DAO.DelegateDAO
2017-03-01 11:39:43,734 [16] DEBUG DalLogger - 访问数据库DAL.DAO.DeviceDAO
